throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
0.179816,0.500000,-104.000000,-15.000000,-2.000000,5.000000,24.000000,13.160000,13880067.000000,850.000000
0.901942,4.000000,-108.000000,-21.000000,-11.000000,1.000000,25.000000,13.800000,12894977.000000,850.000000
4.059060,10.000000,-99.000000,-13.000000,0.000000,4.000000,9.000000,1.690000,13828122.000000,1845.000000
2.422530,3.000000,-102.000000,-17.000000,-9.000000,4.000000,9.000000,0.000000,13828122.000000,1845.000000
2.974530,6.000000,-94.000000,-12.000000,2.000000,7.000000,7.000000,0.000000,13416987.000000,1845.000000
2.213920,4.000000,-95.000000,-12.000000,2.000000,7.000000,7.000000,0.000000,13416987.000000,1845.000000
1.194830,2.000000,-97.000000,-14.000000,1.000000,5.000000,7.000000,2.760000,13416987.000000,1845.000000
0.218103,0.100000,-97.000000,-13.000000,1.000000,8.000000,7.000000,13.200000,13416987.000000,1845.000000
0.238849,0.500000,-96.000000,-13.000000,0.000000,8.000000,7.000000,13.590000,13416987.000000,1845.000000
3.988920,9.000000,-93.000000,-12.000000,3.000000,9.000000,7.000000,13.040000,13416987.000000,1845.000000
0.747741,9.000000,-102.000000,-13.000000,-4.000000,7.000000,5.000000,14.550000,13416986.000000,1845.000000
0.410046,4.000000,-106.000000,-17.000000,-7.000000,4.000000,5.000000,14.720000,13416986.000000,1845.000000
0.585724,10.000000,-98.000000,-14.000000,-6.000000,5.000000,5.000000,12.380000,13416986.000000,1845.000000
0.190969,3.000000,-96.000000,-12.000000,0.000000,6.000000,5.000000,11.240000,13416986.000000,1845.000000
0.403870,6.000000,-106.000000,-18.000000,-7.000000,4.000000,5.000000,11.840000,13416986.000000,1845.000000
14.126000,6.000000,-85.000000,-8.000000,2.000000,11.000000,12.000000,0.000000,13823003.000000,1845.000000
13.615400,7.000000,-85.000000,-11.000000,2.000000,8.000000,12.000000,0.000000,13823003.000000,1845.000000
12.631600,6.000000,-86.000000,-9.000000,0.000000,10.000000,12.000000,0.000000,13823003.000000,1845.000000
3.508790,0.100000,-86.000000,-11.000000,2.000000,9.000000,12.000000,0.000000,13823003.000000,1845.000000
3.463220,0.100000,-86.000000,-8.000000,9.000000,9.000000,12.000000,11.600000,13823003.000000,1845.000000
9.696970,4.000000,-95.000000,-10.000000,1.000000,8.000000,12.000000,8.160000,13823003.000000,1845.000000
16.456100,7.000000,-89.000000,-13.000000,10.000000,7.000000,12.000000,9.410000,13823003.000000,1845.000000
12.461100,1.000000,-79.000000,-8.000000,12.000000,10.000000,12.000000,9.810000,13823003.000000,1845.000000
